COMPONENTE,DESCRICAO,ALIM,REGIONAL,SECCIONAL,BASE,CONJUNTO,FASE,CHAVE_PAI_ID,KVAN,KVAT_D,KVAT_N,TAP,TP_CONDUTOR,KM_TOTAL,MULT,NU,PERC_MULT,PERC_NU,CLIT,INT12M,DEC12M,FEC12M
480980,Instalacao Transformadora com  Chave,TTG01Y1,,Tartarugalzinho,Tartarugal,TARTARUGALZINHO,B,3149523,5.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
RS244,Instalacao Transformadora com Chave,SNV01N3,,Porto Grande,Serra do Navio,SERRA DO NAVIO,ABC,3178200,25.0000000000,25.0000000000,25.0000000000,,,,0.00000000,0.00000000,,,0,,,
QU171,Instalacao Transformadora com Chave,TTG01Y2,,Tartarugalzinho,Pracuúba,TARTARUGALZINHO,AB,3184932,15.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
100177123- X,Estacao Transformadora com Chave,JAR01F1,AMAPÁ,Metropolitana,Macapá,LARANJAL DO JARI,ABC,3156911,450.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
100182907- X,Instalacao Transformadora com Chave,TTG01Y1,,Tartarugalzinho,Tartarugal,TARTARUGALZINHO,A,3149417,5.0000000000,,,,,,0.00000000,0.00000000,,,0,1,1.953138945e-05,7.9331395e-06
100199007- X,Instalacao Transformadora com  Chave,RIP09P1,,Metropolitana,Mazagão,SANTANA,C,3183203,5.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
198368,Instalacao Transformadora com  Chave,STN01S6,AMAPÁ,Metropolitana,Santana,SANTANA,B,3177944,5.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
SH928,Instalacao Transformadora com Chave,MCD01C1,,,,MACAPA - II,ABC,3161565,75.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
00105146,Instalacao Transformadora com Chave,MCD01C2,,Metropolitana,Macapá,MACAPA - II,A,3184895,5.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
01799990,Estacao Transformadora com Chave,PTG01P3,,Porto Grande,Porto Grande,PORTO GRANDE,ABC,3146201,45.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
100193991- X,Instalacao Transformadora (Companhia),RIP09P1,,Metropolitana,Mazagão,SANTANA,A,3166001,5.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
3886,Instalacao Transformadora com Chave,STN01S6,AMAPÁ,Metropolitana,Macapá,SANTANA,B,3178769,5.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
SK707,Instalacao Transformadora com Chave,SJO01S6,,,,SANTA RITA,ABC,3182160,112.5000000000,,,,,,0.00000000,0.00000000,,,0,,,
00101139,Instalacao Transformadora com Chave,MCD01W2,,Metropolitana,Macapá,MACAPA - II,ABC,3183945,150.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
11504576,Instalacao Transformadora com Chave,STN01S6,AMAPÁ,Metropolitana,Macapá,SANTANA,C,3168606,10.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
00403016,Instalacao Transformadora com  Chave,STN01S6,AMAPÁ,Metropolitana,Macapá,SANTANA,A,3182171,10.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
00941641,Instalacao Transformadora com Chave,OIP01Y2,,Oiapoque,Oiapoque,OIAPOQUE,ABC,3176922,45.0000000000,,,,,,0.00000000,0.00000000,,,0,1,0.0001511263075,5.949854625e-05
100171749- X,Instalacao Transformadora com Chave,OIP01Y2,,Oiapoque,Oiapoque,OIAPOQUE,A,3145035,10.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
55051514,Instalacao Transformadora com  Chave,JAR01F2,AMAPÁ,Metropolitana,Macapá,LARANJAL DO JARI,A,3177982,10.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
100180206- X,Instalacao Transformadora com Chave,CEN09F1,,Porto Grande,Ferreira Gomes,,B,3145303,15.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
100178060- X,Instalacao Transformadora com  Chave,PTG01P1,,Porto Grande,Ferreira Gomes,PORTO GRANDE,A,3147353,15.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
SC813,Instalacao Transformadora com Chave,CAL01C1,AMAPÁ,,,CALCOENE,AB,3183613,10.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
08700038,Instalacao Transformadora com Chave,STN01S6,AMAPÁ,Metropolitana,Santana,SANTANA,B,3171515,25.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
11130,Instalacao Transformadora com  Chave,TTG01Y1,,,,TARTARUGALZINHO,B,3184540,5.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
QU166,Estacao Transformadora com Chave,EQT01C3,AMAPÁ,Metropolitana,Macapá,EQUATORIAL,ABC,3153600,75.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
00301908,Instalacao Transformadora com Chave,STN01S3,AMAPÁ,Metropolitana,Santana,SANTANA,ABC,3155983,45.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
00189172,Instalacao Transformadora com  Chave,EQT01C3,AMAPÁ,Metropolitana,Macapá,EQUATORIAL,ABC,3185340,112.5000000000,,,,,,0.00000000,0.00000000,,,0,,,
01100019,Instalacao Transformadora com Chave,OIP01Y1,,Oiapoque,Oiapoque,OIAPOQUE,ABC,3139645,150.0000000000,,,,,,0.00000000,0.00000000,,,0,1,0.000815488266,0.0004223139648
QU569,Instalacao Transformadora com Chave,MCD01C2,,Metropolitana,Macapá,MACAPA - II,ABC,3173066,45.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
00190305,Instalacao Transformadora com Chave,STN01S6,AMAPÁ,Metropolitana,Macapá,SANTANA,ABC,3172712,225.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
RS563,Instalacao Transformadora com  Chave,INJ01N3,,Porto Grande,Pedra Branca,PORTO GRANDE,AC,3179911,5.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
00189288,Instalacao Transformadora com  Chave,STN01S6,AMAPÁ,Metropolitana,Macapá,SANTANA,A,3170320,15.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
06989177,Instalacao Transformadora (Companhia),JAR01F2,AMAPÁ,Metropolitana,Macapá,LARANJAL DO JARI,A,3156969,5.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
83005516,Instalacao Transformadora com  Chave,OIP01Y2,,Oiapoque,Oiapoque,OIAPOQUE,AC,3179887,5.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
00199828,Estação Transformadora (Particular),EQT01C7,AMAPÁ,Metropolitana,Macapá,EQUATORIAL,ABC,3154010,75.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
3104224,Instalacao Transformadora com Chave,MCD01W4,,Metropolitana,Macapá,MACAPA - II,C,3172241,5.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
00199498,Instalacao Transformadora com Chave,STN01S3,AMAPÁ,Metropolitana,Macapá,SANTANA,A,3171377,25.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
100181574- X,Estação Transformadora (Particular),STR01F2,,Metropolitana,Macapá,SANTA RITA,ABC,3180053,75.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
SJ543,Instalacao Transformadora com Chave,FTC01F3,,Metropolitana,Santana,,ABC,3173210,112.5000000000,,,,,,0.00000000,0.00000000,,,0,1,0.001129417271,0.0002340276153
00199197,Instalacao Transformadora com  Chave,MCD01C5,,Metropolitana,Macapá,MACAPA - II,ABC,3177114,112.5000000000,,,,,,0.00000000,0.00000000,,,0,,,
09900180,Instalacao Transformadora com  Chave,CPX01C1,AMAPÁ,Porto Grande,Porto Grande,SERRA DO NAVIO,B,3144306,10.0000000000,,,,,,0.00000000,0.00000000,,,0,1,0.0001673665764,1.973429742e-05
00100157,Instalacao Transformadora com Chave,SJO01S6,,Metropolitana,Macapá,SANTA RITA,ABC,3158566,112.5000000000,,,,,,0.00000000,0.00000000,,,0,,,
00103650,Instalacao Transformadora com Chave,SJO01S2,,Metropolitana,Macapá,SANTA RITA,ABC,3185173,112.5000000000,,,,,,0.00000000,0.00000000,,,0,1,0.0001874389129,0.0001615852697
04790171,Estação Transformadora (Particular),JAR01F1,AMAPÁ,Metropolitana,Macapá,LARANJAL DO JARI,ABC,3156938,75.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
RS856,Instalacao Transformadora com Chave,RIP09P1,,Metropolitana,Mazagão,SANTANA,A,3181239,10.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
00941297,Instalacao Transformadora com  Chave,STN01S6,AMAPÁ,Metropolitana,Macapá,SANTANA,A,3177913,5.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
799X,Instalacao Transformadora com  Chave,PTG01P1,,Porto Grande,Porto Grande,PORTO GRANDE,B,3147338,10.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
00951971,Instalacao Transformadora com Chave,STN01S7,AMAPÁ,Metropolitana,Santana,SANTANA,ABC,3182694,75.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
00104011,Instalacao Transformadora com Chave,SJO01S7,,Metropolitana,Macapá,SANTA RITA,ABC,3182172,150.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
100178943-X,Instalacao Transformadora com Chave,SNV01N1,,Porto Grande,Pedra Branca,SERRA DO NAVIO,A,3174173,5.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
9306,Estacao Transformadora com Chave,EQT01C8,AMAPÁ,Metropolitana,Macapá,EQUATORIAL,ABC,3154058,150.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
100197026- X,Instalacao Transformadora com  Chave,STN01S6,AMAPÁ,Metropolitana,Macapá,SANTANA,A,3170206,15.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
100195219- X,Instalacao Transformadora com  Chave,STN01W3,AMAPÁ,Metropolitana,Macapá,SANTANA,A,3169733,10.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
00102527,Instalacao Transformadora com Chave,EQT01Y6,AMAPÁ,Metropolitana,Macapá,EQUATORIAL,ABC,3177489,45.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
00922922,Instalacao Transformadora com  Chave,FTC01F2,,Metropolitana,Santana,,ABC,3177346,45.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
00189278,Instalacao Transformadora (Companhia),SJO01S1,,Metropolitana,Macapá,SANTA RITA,ABC,3176559,75.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
100194982- X,Instalacao Transformadora com  Chave,STN01S3,AMAPÁ,Metropolitana,Macapá,SANTANA,A,3184470,10.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
01700739,Instalacao Transformadora com  Chave,PTG01P2,,Porto Grande,Porto Grande,PORTO GRANDE,C,3146653,15.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
100179617- X,Instalacao Transformadora com Chave,STN01S4,AMAPÁ,Metropolitana,Mazagão,SANTANA,ABC,3182210,112.5000000000,,,,,,0.00000000,0.00000000,,,0,1,0.00121638828,0.0004521889515
100194524- X,Instalacao Transformadora com  Chave,STN01S6,AMAPÁ,Metropolitana,Macapá,SANTANA,B,3168539,10.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
SJ271,Instalacao Transformadora com  Chave,SNV01N1,,,,SERRA DO NAVIO,A,3185339,5.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
00199878,Estacao Transformadora com Chave,STR01P1,,Metropolitana,Macapá,SANTA RITA,ABC,3153263,150.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
100179543- X,Instalacao Transformadora com  Chave,STN01S4,AMAPÁ,Metropolitana,Santana,SANTANA,C,3155867,5.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
00195022,Estacao Transformadora com Chave,EQT01Y4,AMAPÁ,Metropolitana,Macapá,EQUATORIAL,ABC,3180596,225.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
5531821,Instalacao Transformadora (Companhia),JAR01F3,AMAPÁ,Metropolitana,Macapá,LARANJAL DO JARI,ABC,3153720,75.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
100194960- X,Instalacao Transformadora com Chave,STN01S3,AMAPÁ,Metropolitana,Macapá,SANTANA,A,3171243,25.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
00104093,Instalacao Transformadora com  Chave,STN01S6,AMAPÁ,Metropolitana,Macapá,SANTANA,B,3169636,5.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
385938,Instalacao Transformadora com  Chave,STR01P3,,Metropolitana,Macapá,SANTA RITA,ABC,3177032,30.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
C18045,Instalacao Transformadora com Chave,TTG01Y2,,Tartarugalzinho,Tartarugal,TARTARUGALZINHO,B,3148584,10.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
765X,Instalacao Transformadora (Companhia),PTG01P2,,Porto Grande,Porto Grande,PORTO GRANDE,B,3146620,5.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
00105151,Instalacao Transformadora com Chave,MCD01C2,,Metropolitana,Macapá,MACAPA - II,A,3161910,25.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
100178899-X,Estacao Transformadora com Chave,SNV01N1,,Porto Grande,Pedra Branca,SERRA DO NAVIO,ABC,3174178,112.5000000000,,,,,,0.00000000,0.00000000,,,0,,,
100176734- X,Estacao Transformadora com Chave,STN01S2,AMAPÁ,Metropolitana,Santana,SANTANA,ABC,3152596,225.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
00199412,Instalacao Transformadora com  Chave,SJO01S6,,Metropolitana,Macapá,SANTA RITA,ABC,3179743,45.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
947505,Instalacao Transformadora com  Chave,TTG01Y1,,Tartarugalzinho,Tartarugal,TARTARUGALZINHO,B,3180951,5.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
08700604,Instalacao Transformadora com  Chave,STN01S6,AMAPÁ,Metropolitana,Santana,SANTANA,A,3179569,10.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
100202790- X,Instalacao Transformadora com  Chave,CEN01C3,,Porto Grande,Ferreira Gomes,PORTO GRANDE,C,3160576,10.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
100172910- X,Estação Transformadora (Particular),AMP01Y2,AMAPÁ,Tartarugalzinho,Amapá,AMAPA,ABC,3145933,150.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
23916,Instalacao Transformadora com Chave,SNV01N1,,Porto Grande,Pedra Branca,SERRA DO NAVIO,ABC,3174411,75.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
01100099,Instalacao Transformadora com Chave,OIP01Y3,,Oiapoque,Oiapoque,OIAPOQUE,ABC,3144899,150.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
01790844,Instalacao Transformadora (Companhia),PTG01P2,,Porto Grande,Porto Grande,PORTO GRANDE,A,3180052,15.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
QT828,Instalacao Transformadora com  Chave,INJ01N3,,Metropolitana,Macapá,PORTO GRANDE,A,3178297,5.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
921753,Instalacao Transformadora com  Chave,MCD01W4,,Metropolitana,Macapá,MACAPA - II,C,3172264,5.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
00104188,Instalacao Transformadora com  Chave,STN01S6,AMAPÁ,Metropolitana,Macapá,SANTANA,A,3168549,5.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
100197187- X,Instalacao Transformadora com  Chave,STN01S6,AMAPÁ,Metropolitana,Macapá,SANTANA,A,3170304,5.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
063X,Instalacao Transformadora com  Chave,PTG01P2,,Porto Grande,Porto Grande,PORTO GRANDE,A,3173401,5.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
105167,Instalacao Transformadora (Companhia),STN01W3,AMAPÁ,Metropolitana,Macapá,SANTANA,C,3169737,15.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
SC551,Instalacao Transformadora com Chave,TTG01Y2,,Tartarugalzinho,Tartarugal,TARTARUGALZINHO,ABC,3148588,75.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
100194112- X,Instalacao Transformadora com  Chave,STN01S4,AMAPÁ,Metropolitana,Mazagão,SANTANA,A,3165962,5.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
3722,Instalacao Transformadora com  Chave,MCD01W4,,Metropolitana,Macapá,MACAPA - II,A,3163659,5.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
01700199,Instalacao Transformadora com Chave,PTG01P2,,Porto Grande,Porto Grande,PORTO GRANDE,A,3146667,25.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
QT601,Instalacao Transformadora com Chave,MCD01C2,,Metropolitana,Macapá,MACAPA - II,ABC,3174608,45.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
04700087,Instalacao Transformadora com Chave,JAR01F4,AMAPÁ,Metropolitana,Macapá,LARANJAL DO JARI,ABC,3153791,75.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
QT892,Instalacao Transformadora com Chave,MCD01C1,,Metropolitana,Macapá,MACAPA - II,ABC,3180973,112.5000000000,,,,,,0.00000000,0.00000000,,,0,,,
02300656,Instalacao Transformadora com  Chave,STN01S6,AMAPÁ,Metropolitana,Santana,SANTANA,A,3168015,25.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
01399446,Instalacao Transformadora com  Chave,EQT01C1,AMAPÁ,Metropolitana,Macapá,EQUATORIAL,A,3184785,15.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
QU437,Instalacao Transformadora com Chave,INJ01N3,,Metropolitana,Macapá,PORTO GRANDE,C,3185213,15.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
00101506,Instalacao Transformadora com Chave,MCD01C5,,Metropolitana,Macapá,MACAPA - II,ABC,3161092,112.5000000000,,,,,,0.00000000,0.00000000,,,0,,,
946389,Instalacao Transformadora com  Chave,TTG01Y1,,Tartarugalzinho,Tartarugal,TARTARUGALZINHO,B,3180503,5.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
SD068,Instalacao Transformadora com  Chave,EQT01Y6,AMAPÁ,Metropolitana,Macapá,EQUATORIAL,ABC,3154244,150.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
23939,Instalacao Transformadora com Chave,SNV01N1,,Porto Grande,Pedra Branca,SERRA DO NAVIO,ABC,3174386,45.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
00100573,Instalacao Transformadora com Chave,MCD01C3,,Metropolitana,Macapá,MACAPA - II,ABC,3157706,112.5000000000,,,,,,0.00000000,0.00000000,,,0,,,
100190023- X,Instalacao Transformadora com Chave,MCD01C7,,Metropolitana,Macapá,MACAPA - II,ABC,3161944,75.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
00160050,Instalacao Transformadora com  Chave,STN01S6,AMAPÁ,Metropolitana,Macapá,SANTANA,A,3169860,15.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
100174408- X,Instalacao Transformadora com  Chave,FTC01F2,,Metropolitana,Santana,,C,3184853,5.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
00304855,Instalacao Transformadora com Chave,STN01S7,AMAPÁ,Metropolitana,Santana,SANTANA,ABC,3152636,75.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
100173376- X,Instalacao Transformadora (Companhia),TRV09L1,AMAPÁ,Tartarugalzinho,Calçoene,CALCOENE,A,3144870,5.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
SK405,Instalacao Transformadora com Chave,PTG01P1,,,,PORTO GRANDE,A,3147494,15.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
SC913,Instalacao Transformadora com  Chave,STN01S4,AMAPÁ,Metropolitana,Mazagão,SANTANA,A,3182517,5.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
12335,Instalacao Transformadora com Chave,STR01P3,,Metropolitana,Macapá,SANTA RITA,ABC,3175711,37.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
RS387,Instalacao Transformadora com  Chave,CPX01C2,AMAPÁ,Porto Grande,Porto Grande,SERRA DO NAVIO,A,3179598,5.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
00105058,Instalacao Transformadora com  Chave,SJO01S2,,Metropolitana,Macapá,SANTA RITA,ABC,3184733,112.5000000000,,,,,,0.00000000,0.00000000,,,0,,,
01700072,Instalacao Transformadora com  Chave,PTG01P2,,Porto Grande,Porto Grande,PORTO GRANDE,ABC,3146642,15.0000000000,,,,,,0.00000000,0.00000000,,,0,2,7.768763528e-05,2.786152453e-05
593_4080,Instalacao Transformadora (Companhia),APR09P1,,Tartarugalzinho,Tartarugal,TARTARUGALZINHO,B,3147733,15.0000000000,,,,,,0.00000000,0.00000000,,,0,1,6.176925468e-05,1.574140028e-05
00102812,Instalacao Transformadora com Chave,MCD01C3,,Metropolitana,Macapá,MACAPA - II,ABC,3157812,112.5000000000,,,,,,0.00000000,0.00000000,,,0,1,0.000379432196,0.0001126914749
100179708- X,Instalacao Transformadora (Companhia),RIP09P1,,Metropolitana,Mazagão,SANTANA,A,3165747,5.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
SK633,Instalacao Transformadora com Chave,STN01S4,AMAPÁ,Metropolitana,Mazagão,SANTANA,ABC,3155835,150.0000000000,,,,,,0.00000000,0.00000000,,,0,2,0.005506845353,0.00117824341
08700695,Instalacao Transformadora com  Chave,STN01S6,AMAPÁ,Metropolitana,Santana,SANTANA,A,3171622,5.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
100182939- X,Instalacao Transformadora com  Chave,TTG01Y1,,Tartarugalzinho,Tartarugal,TARTARUGALZINHO,A,3149515,5.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
100179886- X,Instalacao Transformadora com Chave,STN01S4,AMAPÁ,Metropolitana,Mazagão,SANTANA,ABC,3156075,112.5000000000,,,,,,0.00000000,0.00000000,,,0,,,
SK872,Instalacao Transformadora com Chave,MCD01W2,,,,MACAPA - II,ABC,3183945,75.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
491X,Instalacao Transformadora (Companhia),PTG01P1,,Porto Grande,Ferreira Gomes,PORTO GRANDE,A,3147326,15.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
100195010- X,Instalacao Transformadora com  Chave,STN01S3,AMAPÁ,Metropolitana,Macapá,SANTANA,A,3172053,10.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
100191865- X,Instalacao Transformadora com  Chave,MCD01W4,,Metropolitana,Macapá,MACAPA - II,B,3163418,10.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
SK496,Instalacao Transformadora com  Chave,CPX01C1,AMAPÁ,,,SERRA DO NAVIO,B,3167347,10.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
3115904,Instalacao Transformadora com Chave,MCD01W4,,Metropolitana,Macapá,MACAPA - II,C,3172360,10.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
00942774,Instalacao Transformadora com  Chave,CEN01C3,,Tartarugalzinho,Tartarugal,PORTO GRANDE,A,3177516,5.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
04700262,Instalacao Transformadora com Chave,JAR01F1,AMAPÁ,Metropolitana,Macapá,LARANJAL DO JARI,ABC,3156914,75.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
01388206,Instalacao Transformadora com  Chave,FTC01F1,,Metropolitana,Santana,,ABC,3172560,225.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
C27935,Estacao Transformadora com Chave,SJO01S2,,Metropolitana,Macapá,SANTA RITA,ABC,3174964,75.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
SD328,Instalacao Transformadora com Chave,OIP01Y2,,,,OIAPOQUE,ABC,,45.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
00100058,Estação Transformadora (Particular),STR01P6,,Metropolitana,Macapá,SANTA RITA,ABC,3158967,112.5000000000,,,,,,0.00000000,0.00000000,,,0,,,
00100764,Instalacao Transformadora com Chave,MCD01C2,,Metropolitana,Macapá,MACAPA - II,ABC,3178582,75.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
02500104,Instalacao Transformadora com Chave,TTG01Y1,,Tartarugalzinho,Tartarugal,TARTARUGALZINHO,A,3149503,5.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
10900039,Instalacao Transformadora com  Chave,INJ01N1,,Laranjal do Jari,Vitória do Jari,PORTO GRANDE,A,3175175,5.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
02100190099068,Instalacao Transformadora com Chave,STN01S6,AMAPÁ,Metropolitana,Macapá,SANTANA,A,3182171,10.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
00101345,Instalacao Transformadora com Chave,MCD01C5,,Metropolitana,Macapá,MACAPA - II,ABC,3156702,112.5000000000,,,,,,0.00000000,0.00000000,,,0,1,0.0007849363696,0.0003622225979
100185378- X,Instalacao Transformadora com Chave,STR01P3,,Metropolitana,Macapá,SANTA RITA,ABC,3159764,75.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
4083722,Instalacao Transformadora com  Chave,STN01W3,AMAPÁ,Metropolitana,Macapá,SANTANA,B,3173356,5.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
478841,Instalacao Transformadora com  Chave,STN01S6,AMAPÁ,Metropolitana,Macapá,SANTANA,B,3178510,10.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
SC562,Instalacao Transformadora com Chave,TTG01Y2,,Tartarugalzinho,Tartarugal,TARTARUGALZINHO,ABC,3177227,75.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
00100330,Instalacao Transformadora com Chave,MCD01C5,,Metropolitana,Macapá,MACAPA - II,ABC,3156685,75.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
100173447- X,Instalacao Transformadora com  Chave,TRV09L1,AMAPÁ,Tartarugalzinho,Calçoene,CALCOENE,A,3144785,5.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
QU295,Instalacao Transformadora com Chave,FTC01F5,,Metropolitana,Santana,,ABC,3184898,75.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
100178680-X,Instalacao Transformadora com Chave,SNV01N1,,Porto Grande,Pedra Branca,SERRA DO NAVIO,B,3174319,10.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
469152,Instalacao Transformadora com Chave,STN01S6,AMAPÁ,Metropolitana,Santana,SANTANA,A,3171547,5.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
SK882,Instalacao Transformadora com Chave,EQT01C2,AMAPÁ,,,EQUATORIAL,ABC,3184955,75.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
100173348- X,Instalacao Transformadora com Chave,TRV09L1,AMAPÁ,Tartarugalzinho,Calçoene,CALCOENE,A,3144776,10.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
01703074,Instalacao Transformadora com  Chave,PTG01P2,,Porto Grande,Porto Grande,PORTO GRANDE,C,3146681,10.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
100178871-X,Instalacao Transformadora com Chave,SNV01N1,,Porto Grande,Pedra Branca,SERRA DO NAVIO,ABC,3184842,75.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
867134,Instalacao Transformadora com Chave,MCD01C7,,Metropolitana,Macapá,MACAPA - II,ABC,3161944,45.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
00303005,Instalacao Transformadora com Chave,STN01S2,AMAPÁ,Metropolitana,Santana,SANTANA,ABC,3152612,30.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
100176067- X,Instalacao Transformadora (Companhia),CEN01C3,,Tartarugalzinho,Tartarugal,PORTO GRANDE,A,3160722,5.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
