PLANO,ORDEM_INSP,SEAL,N_COMP_INSP,TIPO_COMP_INSP,CLASSE,FATOR_PRIOR,REGIONAL,SECCIONAL,TIPO_INSP,DATA_PROG,MES_PROG,BASE_REG,SUM,MES_PROG_NUM,TENSAO,BASE_REG_2,ORDEM_MAN,EMPRESA,PDF_CONS,INDEX,FATOR_PRIOR_CONSOLIDADO,SUPERINTENDENCIA,CONJUNTO,KM_TOTAL
RAMAL,6000890314,PAL14-143,230001174,,C2,HIERARQUIA,NORTE,PORTO ALEGRE,GERAL T1,2025-02-01,FEV,ANO ANTERIOR,1,2,"13,8 kV",2025,SIM,RIO GRANDE DO SUL,230001174,230001174-RM-FEV-GT1-ANO ANTERIOR,HIERARQUIA,EQTL-RS,PORTO ALEGRE 14,7.092
RAMAL,6000949594,CGU-6,146000570,,C2,HIERARQUIA,SUL,CANGUÇU,GERAL T1,2025-05-01,MAI,ANO ANTERIOR,1,5,23 kV,2025,SIM,RIO GRANDE DO SUL,146000570,146000570-RM-MAI-GT1-ANO ANTERIOR,HIERARQUIA,EQTL-RS,CANGUCU,4.085
BAIXA TENSÃO,6001081208,TRA-9,216037485,,C2,HIERARQUIA,NORTE,OSÓRIO,GERAL T1,2025-10-01,OUT,ANO ANTERIOR,1,10,"13,8 kV",2025,SIM,RIO GRANDE DO SUL,216037485,216037485-BT-OUT-GT1-ANO ANTERIOR,HIERARQUIA,EQTL-RS,TRAMANDAI,0.828
BAIXA TENSÃO,6000897523,RIN-11,149007343,,SC,REINCIDÊNCIAS PLANTÃO,NORTE,PORTO ALEGRE,PATRUL,2025-02-01,FEV,ANO ANTERIOR,1,2,"13,8 kV",2025,NÃO,RIO GRANDE DO SUL,149007343,149007343-BT-FEV-PTL-ANO ANTERIOR,REINCIDÊNCIAS PLANTÃO,EQTL-RS,RINCAO,1.414
BAIXA TENSÃO,6000897523,RIN-11,149007343,,SC,REINCIDÊNCIAS PLANTÃO,NORTE,PORTO ALEGRE,PATRUL,2025-02-01,FEV,ANO ANTERIOR,1,2,"13,8 kV",2025,NÃO,RIO GRANDE DO SUL,149007343,149007343-BT-FEV-PTL-ANO ANTERIOR,REINCIDÊNCIAS PLANTÃO,EQTL-RS,RINCAO,1.414
RAMAL,6001117968,ATS-5,238000227,,C2,REGIONAL,NORTE,OSÓRIO,GERAL T1,2025-11-01,NOV,ANO ANTERIOR,1,11,"13,8 kV",2025,SIM,RIO GRANDE DO SUL,238000227,238000227-RM-NOV-GT1-ANO ANTERIOR,REGIONAL,EQTL-RS,ATLANTIDA SUL,1.029
BAIXA TENSÃO,6000877818,TAI-1,156004992,,C2,HIERARQUIA,SUL,RIO GRANDE,GERAL T1,2025-01-01,JAN,ANO ANTERIOR,1,1,23 kV,2025,NÃO,RIO GRANDE DO SUL,156004992,156004992-BT-JAN-GT1-ANO ANTERIOR,HIERARQUIA,EQTL-RS,QUINTA,0.732
RAMAL,6000909616,PAL20-2009,149000912,,C2,REGIONAL,NORTE,PORTO ALEGRE,GERAL T1,2025-03-01,MAR,ANO ANTERIOR,1,3,"13,8 kV",2025,SIM,RIO GRANDE DO SUL,149000912,149000912-RM-MAR-GT1-ANO ANTERIOR,REGIONAL,EQTL-RS,PORTO ALEGRE 20,1.377
RAMAL,6000909616,PAL20-2009,149000912,,C2,REGIONAL,NORTE,PORTO ALEGRE,GERAL T1,2025-03-01,MAR,ANO ANTERIOR,1,3,"13,8 kV",2025,SIM,RIO GRANDE DO SUL,149000912,149000912-RM-MAR-GT1-ANO ANTERIOR,REGIONAL,EQTL-RS,PORTO ALEGRE 20,1.377
ALIMENTADOR,6000909664,PAL1-111,PAL1-111,,B,CLASSE,NORTE,PORTO ALEGRE,TERMO T1,2025-03-01,MAR,ANO ANTERIOR,1,3,"13,8 kV",2025,SIM,RIO GRANDE DO SUL,PAL1111,PAL1111-AL-MAR-TG1-ANO ANTERIOR,CLASSE,EQTL-RS,PORTO ALEGRE 1,1.618
ALIMENTADOR,6000909774,PAL1-111,PAL1-111,,B,CLASSE,NORTE,PORTO ALEGRE,GERAL T1,2025-03-01,MAR,ANO ANTERIOR,1,3,"13,8 kV",2025,SIM,RIO GRANDE DO SUL,PAL1111,PAL1111-AL-MAR-GT1-ANO ANTERIOR,CLASSE,EQTL-RS,PORTO ALEGRE 1,1.618
ALIMENTADOR,6001004607,PAL1-111,PAL1-111,,B,CLASSE,NORTE,PORTO ALEGRE,TERMO T1,2025-07-01,JUL,ANO ANTERIOR,1,7,"13,8 kV",2025,SIM,RIO GRANDE DO SUL,PAL1111,PAL1111-AL-JUL-TG1-ANO ANTERIOR,CLASSE,EQTL-RS,PORTO ALEGRE 1,1.618
ALIMENTADOR,6001002224,PAL1-111,PAL1-111,,B,CLASSE,NORTE,PORTO ALEGRE,PATRUL,2025-07-01,JUL,ANO ANTERIOR,1,7,"13,8 kV",2025,SIM,RIO GRANDE DO SUL,PAL1111,PAL1111-AL-JUL-PTL-ANO ANTERIOR,CLASSE,EQTL-RS,PORTO ALEGRE 1,1.618
BAIXA TENSÃO,6000896361,VIA 1-15,230004517,,SC,REINCIDÊNCIAS PLANTÃO,NORTE,PORTO ALEGRE,PATRUL,2025-02-01,FEV,ANO ANTERIOR,1,2,23 kV,2025,NÃO,RIO GRANDE DO SUL,230004517,230004517-BT-FEV-PTL-ANO ANTERIOR,REINCIDÊNCIAS PLANTÃO,EQTL-RS,VIAMAO 1,0.629
BAIXA TENSÃO,6001003075,ACL-02,230012051,,C2,HIERARQUIA,NORTE,PORTO ALEGRE,GERAL T1,2025-07-01,JUL,ANO ANTERIOR,1,7,23 kV,2025,SIM,RIO GRANDE DO SUL,230012051,230012051-BT-JUL-GT1-ANO ANTERIOR,HIERARQUIA,EQTL-RS,VIAMAO 1,0.8
BAIXA TENSÃO,6001004601,POS-2,142001714,,C2,HIERARQUIA,SUL,PELOTAS,GERAL T1,2025-07-01,JUL,ANO ANTERIOR,1,7,23 kV,2025,SIM,RIO GRANDE DO SUL,142001714,142001714-BT-JUL-GT1-ANO ANTERIOR,HIERARQUIA,EQTL-RS,ARROIO GRANDE,1.384
RAMAL,6000938019,VAS-4,203500101,,C2,REGIONAL,SUL,CAMAQUÃ,GERAL T1,2025-04-01,ABR,ANO ANTERIOR,1,4,23 kV,2025,SIM,RIO GRANDE DO SUL,203500101,203500101-RM-ABR-GT1-ANO ANTERIOR,REGIONAL,EQTL-RS,VASCONCELOS,3.744
RAMAL,6001046183,PAL04-452,149002272,reenviado regional,C2,HIERARQUIA,NORTE,PORTO ALEGRE,GERAL T1,2025-08-01,AGO,ANO ANTERIOR,1,8,"13,8 kV",2025,SIM,RIO GRANDE DO SUL,149002272,149002272-RM-AGO-GT1-ANO ANTERIOR,HIERARQUIA,EQTL-RS,PORTO ALEGRE 4 - CENTRO 2,1.414
RAMAL,6001046183,PAL04-452,149002272,reenviado regional,C2,HIERARQUIA,NORTE,PORTO ALEGRE,GERAL T1,2025-08-01,AGO,ANO ANTERIOR,1,8,"13,8 kV",2025,SIM,RIO GRANDE DO SUL,149002272,149002272-RM-AGO-GT1-ANO ANTERIOR,HIERARQUIA,EQTL-RS,PORTO ALEGRE 4 - CENTRO 2,1.414
RAMAL,6000890004,SLO-4,188000479,,C2,HIERARQUIA,SUL,CAMAQUÃ,GERAL T1,2025-02-01,FEV,ANO ANTERIOR,1,2,23 kV,2025,SIM,RIO GRANDE DO SUL,188000479,188000479-RM-FEV-GT1-ANO ANTERIOR,HIERARQUIA,EQTL-RS,SAO LOURENCO DO SUL,1.112
RAMAL,6001054019,SLO-4,188000479,,C2,HIERARQUIA,SUL,CAMAQUÃ,GERAL T1,2025-09-01,SET,ANO ANTERIOR,1,9,23 kV,2025,SIM,RIO GRANDE DO SUL,188000479,188000479-RM-SET-GT1-ANO ANTERIOR,HIERARQUIA,EQTL-RS,SAO LOURENCO DO SUL,1.112
RAMAL,6000890004,SLO-4,188000479,,C2,HIERARQUIA,SUL,CAMAQUÃ,GERAL T1,2025-02-01,FEV,ANO ANTERIOR,1,2,23 kV,2025,SIM,RIO GRANDE DO SUL,188000479,188000479-RM-FEV-GT1-ANO ANTERIOR,HIERARQUIA,EQTL-RS,SAO LOURENCO DO SUL,1.112
RAMAL,6001054019,SLO-4,188000479,,C2,HIERARQUIA,SUL,CAMAQUÃ,GERAL T1,2025-09-01,SET,ANO ANTERIOR,1,9,23 kV,2025,SIM,RIO GRANDE DO SUL,188000479,188000479-RM-SET-GT1-ANO ANTERIOR,HIERARQUIA,EQTL-RS,SAO LOURENCO DO SUL,1.112
BAIXA TENSÃO,6000896148,PAL6-611,149005271,,SC,REINCIDÊNCIAS PLANTÃO,NORTE,PORTO ALEGRE,PATRUL,2025-02-01,FEV,ANO ANTERIOR,1,2,"13,8 kV",2025,NÃO,RIO GRANDE DO SUL,149005271,149005271-BT-FEV-PTL-ANO ANTERIOR,REINCIDÊNCIAS PLANTÃO,EQTL-RS,PORTO ALEGRE 6,0.83
BAIXA TENSÃO,6000896148,PAL6-611,149005271,,SC,REINCIDÊNCIAS PLANTÃO,NORTE,PORTO ALEGRE,PATRUL,2025-02-01,FEV,ANO ANTERIOR,1,2,"13,8 kV",2025,NÃO,RIO GRANDE DO SUL,149005271,149005271-BT-FEV-PTL-ANO ANTERIOR,REINCIDÊNCIAS PLANTÃO,EQTL-RS,PORTO ALEGRE 6,0.83
RAMAL,6001003063,QUI-5,156000486,,C2,HIERARQUIA,SUL,RIO GRANDE,GERAL T1,2025-07-01,JUL,ANO ANTERIOR,1,7,"13,8 kV",2025,SIM,RIO GRANDE DO SUL,156000486,156000486-RM-JUL-GT1-ANO ANTERIOR,HIERARQUIA,EQTL-RS,QUINTA,2.078
RAMAL,6000999533,RIN-09,149001401,,C2,HIERARQUIA,NORTE,PORTO ALEGRE,GERAL T1,2025-07-01,JUL,ANO ANTERIOR,1,7,"13,8 kV",2025,SIM,RIO GRANDE DO SUL,149001401,149001401-RM-JUL-GT1-ANO ANTERIOR,HIERARQUIA,EQTL-RS,RINCAO,0.98
RAMAL,6000999533,RIN-09,149001401,,C2,HIERARQUIA,NORTE,PORTO ALEGRE,GERAL T1,2025-07-01,JUL,ANO ANTERIOR,1,7,"13,8 kV",2025,SIM,RIO GRANDE DO SUL,149001401,149001401-RM-JUL-GT1-ANO ANTERIOR,HIERARQUIA,EQTL-RS,RINCAO,0.98
RAMAL,6000911917,RGR2-217,156000116,,C2,HIERARQUIA,SUL,RIO GRANDE,GERAL T1,2025-03-01,MAR,ANO ANTERIOR,1,3,"13,8 kV",2025,SIM,RIO GRANDE DO SUL,156000116,156000116-RM-MAR-GT1-ANO ANTERIOR,HIERARQUIA,EQTL-RS,RIO GRANDE 2,2.078
RAMAL,6000911920,RGR2-217,156000116,,C2,HIERARQUIA,SUL,RIO GRANDE,TERMO T1,2025-03-01,MAR,ANO ANTERIOR,1,3,"13,8 kV",2025,SIM,RIO GRANDE DO SUL,156000116,156000116-RM-MAR-TG1-ANO ANTERIOR,HIERARQUIA,EQTL-RS,RIO GRANDE 2,2.078
RAMAL,6000911917,RGR2-217,156000116,,C2,HIERARQUIA,SUL,RIO GRANDE,GERAL T1,2025-03-01,MAR,ANO ANTERIOR,1,3,"13,8 kV",2025,SIM,RIO GRANDE DO SUL,156000116,156000116-RM-MAR-GT1-ANO ANTERIOR,HIERARQUIA,EQTL-RS,RIO GRANDE 2,2.078
RAMAL,6000911920,RGR2-217,156000116,,C2,HIERARQUIA,SUL,RIO GRANDE,TERMO T1,2025-03-01,MAR,ANO ANTERIOR,1,3,"13,8 kV",2025,SIM,RIO GRANDE DO SUL,156000116,156000116-RM-MAR-TG1-ANO ANTERIOR,HIERARQUIA,EQTL-RS,RIO GRANDE 2,2.078
BAIXA TENSÃO,6000896177,PAL12-121,149007835,,SC,REINCIDÊNCIAS PLANTÃO,NORTE,PORTO ALEGRE,PATRUL,2025-02-01,FEV,ANO ANTERIOR,1,2,"13,8 kV",2025,NÃO,RIO GRANDE DO SUL,149007835,149007835-BT-FEV-PTL-ANO ANTERIOR,REINCIDÊNCIAS PLANTÃO,EQTL-RS,PORTO ALEGRE 12,1.017
BAIXA TENSÃO,6000896177,PAL12-121,149007835,,SC,REINCIDÊNCIAS PLANTÃO,NORTE,PORTO ALEGRE,PATRUL,2025-02-01,FEV,ANO ANTERIOR,1,2,"13,8 kV",2025,NÃO,RIO GRANDE DO SUL,149007835,149007835-BT-FEV-PTL-ANO ANTERIOR,REINCIDÊNCIAS PLANTÃO,EQTL-RS,PORTO ALEGRE 12,1.017
BAIXA TENSÃO,6000879452,PEL5-510,144000551,,C2,HIERARQUIA,SUL,PELOTAS,GERAL T1,2025-01-01,JAN,ANO ANTERIOR,1,1,"13,8 kV",2025,SIM,RIO GRANDE DO SUL,144000551,144000551-BT-JAN-GT1-ANO ANTERIOR,HIERARQUIA,EQTL-RS,PELOTAS 5,3.264
BAIXA TENSÃO,6001081217,PEL5-510,144000551,,C2,HIERARQUIA,SUL,PELOTAS,GERAL T1,2025-10-01,OUT,ANO ANTERIOR,1,10,"13,8 kV",2025,SIM,RIO GRANDE DO SUL,144000551,144000551-BT-OUT-GT1-ANO ANTERIOR,HIERARQUIA,EQTL-RS,PELOTAS 5,3.264
BAIXA TENSÃO,6000879452,PEL5-510,144000551,,C2,HIERARQUIA,SUL,PELOTAS,GERAL T1,2025-01-01,JAN,ANO ANTERIOR,1,1,"13,8 kV",2025,SIM,RIO GRANDE DO SUL,144000551,144000551-BT-JAN-GT1-ANO ANTERIOR,HIERARQUIA,EQTL-RS,PELOTAS 5,3.264
BAIXA TENSÃO,6001081217,PEL5-510,144000551,,C2,HIERARQUIA,SUL,PELOTAS,GERAL T1,2025-10-01,OUT,ANO ANTERIOR,1,10,"13,8 kV",2025,SIM,RIO GRANDE DO SUL,144000551,144000551-BT-OUT-GT1-ANO ANTERIOR,HIERARQUIA,EQTL-RS,PELOTAS 5,3.264
RAMAL,6001054135,SVP-2,173002646,,C2,HIERARQUIA,SUL,RIO GRANDE,GERAL T1,2025-09-01,SET,ANO ANTERIOR,1,9,23 kV,2025,SIM,RIO GRANDE DO SUL,173002646,173002646-RM-SET-GT1-ANO ANTERIOR,HIERARQUIA,EQTL-RS,SANTA VITORIA DO PALMAR,0.711
BAIXA TENSÃO,6000896388,VIA 2-21,230005040,,SC,REINCIDÊNCIAS PLANTÃO,NORTE,PORTO ALEGRE,PATRUL,2025-02-01,FEV,ANO ANTERIOR,1,2,23 kV,2025,NÃO,RIO GRANDE DO SUL,230005040,230005040-BT-FEV-PTL-ANO ANTERIOR,REINCIDÊNCIAS PLANTÃO,EQTL-RS,VIAMAO 2,0.619
BAIXA TENSÃO,6000931038,SLO-1,188000496,,C2,HIERARQUIA,SUL,CAMAQUÃ,GERAL T1,2025-04-01,ABR,ANO ANTERIOR,1,4,23 kV,2025,SIM,RIO GRANDE DO SUL,188000496,188000496-BT-ABR-GT1-ANO ANTERIOR,HIERARQUIA,EQTL-RS,SAO LOURENCO DO SUL,0.958
BAIXA TENSÃO,6000931038,SLO-1,188000496,,C2,HIERARQUIA,SUL,CAMAQUÃ,GERAL T1,2025-04-01,ABR,ANO ANTERIOR,1,4,23 kV,2025,SIM,RIO GRANDE DO SUL,188000496,188000496-BT-ABR-GT1-ANO ANTERIOR,HIERARQUIA,EQTL-RS,SAO LOURENCO DO SUL,0.958
BAIXA TENSÃO,6001112138,TRA-3,216037045,,C2,HIERARQUIA,NORTE,OSÓRIO,GERAL T1,2025-11-01,NOV,ANO ANTERIOR,1,11,"13,8 kV",2025,SIM,RIO GRANDE DO SUL,216037045,216037045-BT-NOV-GT1-ANO ANTERIOR,HIERARQUIA,EQTL-RS,TRAMANDAI,0.828
BAIXA TENSÃO,6000929386,PEL1-107,144000203,,C2,HIERARQUIA,SUL,PELOTAS,GERAL T1,2025-04-01,ABR,ANO ANTERIOR,1,4,"13,8 kV",2025,SIM,RIO GRANDE DO SUL,144000203,144000203-BT-ABR-GT1-ANO ANTERIOR,HIERARQUIA,EQTL-RS,PELOTAS 1,3.264
BAIXA TENSÃO,6000929386,PEL1-107,144000203,,C2,HIERARQUIA,SUL,PELOTAS,GERAL T1,2025-04-01,ABR,ANO ANTERIOR,1,4,"13,8 kV",2025,SIM,RIO GRANDE DO SUL,144000203,144000203-BT-ABR-GT1-ANO ANTERIOR,HIERARQUIA,EQTL-RS,PELOTAS 1,3.264
BAIXA TENSÃO,6000897547,VIA 1-12,230004281,,SC,REINCIDÊNCIAS PLANTÃO,NORTE,PORTO ALEGRE,PATRUL,2025-02-01,FEV,ANO ANTERIOR,1,2,23 kV,2025,NÃO,RIO GRANDE DO SUL,230004281,230004281-BT-FEV-PTL-ANO ANTERIOR,REINCIDÊNCIAS PLANTÃO,EQTL-RS,VIAMAO 1,0.83
BAIXA TENSÃO,6001081296,ELD-3,149023319,,C2,HIERARQUIA,NORTE,GUAÍBA,GERAL T1,2025-10-01,OUT,ANO ANTERIOR,1,10,23 kV,2025,SIM,RIO GRANDE DO SUL,149023319,149023319-BT-OUT-GT1-ANO ANTERIOR,HIERARQUIA,EQTL-RS,ELDORADO DO SUL,1.213
BAIXA TENSÃO,4241231169,RIN-10,149012133,,C2,HIERARQUIA,NORTE,PORTO ALEGRE,GERAL T1,2025-09-01,SET,ANO ANTERIOR,1,9,"13,8 kV",2025,SIM,RIO GRANDE DO SUL,149012133,149012133-BT-SET-GT1-ANO ANTERIOR,HIERARQUIA,EQTL-RS,RINCAO,0.83
BAIXA TENSÃO,6001073209,RIN-10,149012133,,C2,HIERARQUIA,NORTE,PORTO ALEGRE,GERAL T1,2025-09-01,SET,ANO ANTERIOR,1,9,"13,8 kV",2025,SIM,RIO GRANDE DO SUL,149012133,149012133-BT-SET-GT1-ANO ANTERIOR,HIERARQUIA,EQTL-RS,RINCAO,0.83
BAIXA TENSÃO,6000897455,PAL2-210,149002107,,SC,REINCIDÊNCIAS PLANTÃO,NORTE,PORTO ALEGRE,PATRUL,2025-02-01,FEV,ANO ANTERIOR,1,2,"13,8 kV",2025,NÃO,RIO GRANDE DO SUL,149002107,149002107-BT-FEV-PTL-ANO ANTERIOR,REINCIDÊNCIAS PLANTÃO,EQTL-RS,PORTO ALEGRE 2,1.414
BAIXA TENSÃO,6000897455,PAL2-210,149002107,,SC,REINCIDÊNCIAS PLANTÃO,NORTE,PORTO ALEGRE,PATRUL,2025-02-01,FEV,ANO ANTERIOR,1,2,"13,8 kV",2025,NÃO,RIO GRANDE DO SUL,149002107,149002107-BT-FEV-PTL-ANO ANTERIOR,REINCIDÊNCIAS PLANTÃO,EQTL-RS,PORTO ALEGRE 2,1.414
BAIXA TENSÃO,6001001948,PEL5-58,144020235,,C2,HIERARQUIA,SUL,PELOTAS,GERAL T1,2025-07-01,JUL,ANO ANTERIOR,1,7,"13,8 kV",2025,SIM,RIO GRANDE DO SUL,144020235,144020235-BT-JUL-GT1-ANO ANTERIOR,HIERARQUIA,EQTL-RS,PELOTAS 5,1.082
BAIXA TENSÃO,6000909863,ATS-4,103349386,,C2,HIERARQUIA,NORTE,OSÓRIO,GERAL T1,2025-03-01,MAR,ANO ANTERIOR,1,3,"13,8 kV",2025,SIM,RIO GRANDE DO SUL,103349386,103349386-BT-MAR-GT1-ANO ANTERIOR,HIERARQUIA,EQTL-RS,ATLANTIDA SUL,1.218
RAMAL,4353492762,UPME-5,145000142,,C2,HIERARQUIA,SUL,BAGÉ,TERMO T1,2025-10-01,OUT,ANO ANTERIOR,1,10,23 kV,2025,SIM,RIO GRANDE DO SUL,145000142,145000142-RM-OUT-TG1-ANO ANTERIOR,HIERARQUIA,EQTL-RS,UTE PRESIDENTE MEDICI,15.49
RAMAL,4235988346,UPME-5,145000142,,C2,HIERARQUIA,SUL,BAGÉ,GERAL T1,2025-10-01,OUT,ANO ANTERIOR,1,10,23 kV,2025,SIM,RIO GRANDE DO SUL,145000142,145000142-RM-OUT-GT1-ANO ANTERIOR,HIERARQUIA,EQTL-RS,UTE PRESIDENTE MEDICI,15.49
RAMAL,4353492762,UPME-5,145000142,,C2,HIERARQUIA,SUL,BAGÉ,TERMO T1,2025-10-01,OUT,ANO ANTERIOR,1,10,23 kV,2025,SIM,RIO GRANDE DO SUL,145000142,145000142-RM-OUT-TG1-ANO ANTERIOR,HIERARQUIA,EQTL-RS,UTE PRESIDENTE MEDICI,15.49
RAMAL,4235988346,UPME-5,145000142,,C2,HIERARQUIA,SUL,BAGÉ,GERAL T1,2025-10-01,OUT,ANO ANTERIOR,1,10,23 kV,2025,SIM,RIO GRANDE DO SUL,145000142,145000142-RM-OUT-GT1-ANO ANTERIOR,HIERARQUIA,EQTL-RS,UTE PRESIDENTE MEDICI,15.49
BAIXA TENSÃO,6000920035,VAS-4,203500014,,SC,REINCIDÊNCIAS PLANTÃO,SUL,CAMAQUÃ,GERAL T1,2025-03-01,MAR,ANO ANTERIOR,1,3,23 kV,2025,NÃO,RIO GRANDE DO SUL,203500014,203500014-BT-MAR-GT1-ANO ANTERIOR,REINCIDÊNCIAS PLANTÃO,EQTL-RS,VASCONCELOS,1.015
BAIXA TENSÃO,6001055652,MDE-5,149004262,,C2,HIERARQUIA,NORTE,PORTO ALEGRE,GERAL T1,2025-09-01,SET,ANO ANTERIOR,1,9,"13,8 kV",2025,SIM,RIO GRANDE DO SUL,149004262,149004262-BT-SET-GT1-ANO ANTERIOR,HIERARQUIA,EQTL-RS,MENINO DEUS,0.83
BAIXA TENSÃO,6001054127,VAS-3,211001306,,C2,HIERARQUIA,SUL,CAMAQUÃ,GERAL T1,2025-09-01,SET,ANO ANTERIOR,1,9,23 kV,2025,SIM,RIO GRANDE DO SUL,211001306,211001306-BT-SET-GT1-ANO ANTERIOR,HIERARQUIA,EQTL-RS,VASCONCELOS,0.751
RAMAL,6000945945,RGR1-17,156000191,,C2,HIERARQUIA,SUL,RIO GRANDE,GERAL T1,2025-05-01,MAI,ANO ANTERIOR,1,5,"13,8 kV",2025,SIM,RIO GRANDE DO SUL,156000191,156000191-RM-MAI-GT1-ANO ANTERIOR,HIERARQUIA,EQTL-RS,RIO GRANDE 1,3.542
RAMAL,6000978336,ATS-4,103301739,,C2,HIERARQUIA,NORTE,OSÓRIO,GERAL T1,2025-06-01,JUN,ANO ANTERIOR,1,6,"13,8 kV",2025,SIM,RIO GRANDE DO SUL,103301739,103301739-RM-JUN-GT1-ANO ANTERIOR,HIERARQUIA,EQTL-RS,ATLANTIDA SUL,1.121
RAMAL,6001035558,ATS-4,103301739,COMPLEMENTO,C2,CONTINGÊNCIA,NORTE,OSÓRIO,PATRUL,2025-08-01,AGO,ANO ANTERIOR,1,8,"13,8 kV",2025,SIM,RIO GRANDE DO SUL,103301739,103301739-RM-AGO-PTL-ANO ANTERIOR,CONTINGÊNCIA,EQTL-RS,ATLANTIDA SUL,1.121
RAMAL,6000978223,ATS-1,238000329,,C2,REGIONAL,NORTE,OSÓRIO,GERAL T1,2025-06-01,JUN,ANO ANTERIOR,1,6,"13,8 kV",2025,SIM,RIO GRANDE DO SUL,238000329,238000329-RM-JUN-GT1-ANO ANTERIOR,REGIONAL,EQTL-RS,ATLANTIDA SUL,0.625
RAMAL,6001089543,PAL16-167,149003201,,C2,HIERARQUIA,NORTE,PORTO ALEGRE,GERAL T1,2025-10-01,OUT,ANO ANTERIOR,1,10,"13,8 kV",2025,SIM,RIO GRANDE DO SUL,149003201,149003201-RM-OUT-GT1-ANO ANTERIOR,HIERARQUIA,EQTL-RS,PORTO ALEGRE 16,2.999
RAMAL,6001089543,PAL16-167,149003201,,C2,HIERARQUIA,NORTE,PORTO ALEGRE,GERAL T1,2025-10-01,OUT,ANO ANTERIOR,1,10,"13,8 kV",2025,SIM,RIO GRANDE DO SUL,149003201,149003201-RM-OUT-GT1-ANO ANTERIOR,HIERARQUIA,EQTL-RS,PORTO ALEGRE 16,2.999
ALIMENTADOR,6000909690,PAL9-91,PAL9-91,,C2,HIERARQUIA,NORTE,PORTO ALEGRE,GERAL T1,2025-03-01,MAR,ANO ANTERIOR,1,3,"13,8 kV",2025,SIM,RIO GRANDE DO SUL,PAL991,PAL991-AL-MAR-GT1-ANO ANTERIOR,HIERARQUIA,EQTL-RS,PORTO ALEGRE 9,4.202
RAMAL,6000911905,QUI-1,156000304,,C2,HIERARQUIA,SUL,RIO GRANDE,GERAL T1,2025-03-01,MAR,ANO ANTERIOR,1,3,"13,8 kV",2025,SIM,RIO GRANDE DO SUL,156000304,156000304-RM-MAR-GT1-ANO ANTERIOR,HIERARQUIA,EQTL-RS,QUINTA,2.446
RAMAL,6000911940,QUI-1,156000304,,C2,HIERARQUIA,SUL,RIO GRANDE,TERMO T1,2025-03-01,MAR,ANO ANTERIOR,1,3,"13,8 kV",2025,SIM,RIO GRANDE DO SUL,156000304,156000304-RM-MAR-TG1-ANO ANTERIOR,HIERARQUIA,EQTL-RS,QUINTA,2.446
BAIXA TENSÃO,6001031264,SVP-3,173029428,,C2,HIERARQUIA,SUL,RIO GRANDE,GERAL T1,2025-08-01,AGO,ANO ANTERIOR,1,8,23 kV,2025,SIM,RIO GRANDE DO SUL,173029428,173029428-BT-AGO-GT1-ANO ANTERIOR,HIERARQUIA,EQTL-RS,SANTA VITORIA DO PALMAR,0.761
BAIXA TENSÃO,6000978150,SVP-3,173005540,,C2,HIERARQUIA,SUL,RIO GRANDE,GERAL T1,2025-06-01,JUN,ANO ANTERIOR,1,6,23 kV,2025,SIM,RIO GRANDE DO SUL,173005540,173005540-BT-JUN-GT1-ANO ANTERIOR,HIERARQUIA,EQTL-RS,SANTA VITORIA DO PALMAR,1.084
BAIXA TENSÃO,6000896015,ACL-01,230012173,,SC,REINCIDÊNCIAS PLANTÃO,NORTE,PORTO ALEGRE,PATRUL,2025-02-01,FEV,ANO ANTERIOR,1,2,23 kV,2025,NÃO,RIO GRANDE DO SUL,230012173,230012173-BT-FEV-PTL-ANO ANTERIOR,REINCIDÊNCIAS PLANTÃO,EQTL-RS,VIAMAO 1,0.83
RAMAL,6000877865,SLO-4,188000485,,C2,HIERARQUIA,SUL,CAMAQUÃ,GERAL T1,2025-01-01,JAN,ANO ANTERIOR,1,1,23 kV,2025,NÃO,RIO GRANDE DO SUL,188000485,188000485-RM-JAN-GT1-ANO ANTERIOR,HIERARQUIA,EQTL-RS,SAO LOURENCO DO SUL,0.638
RAMAL,6000877865,SLO-4,188000485,,C2,HIERARQUIA,SUL,CAMAQUÃ,GERAL T1,2025-01-01,JAN,ANO ANTERIOR,1,1,23 kV,2025,NÃO,RIO GRANDE DO SUL,188000485,188000485-RM-JAN-GT1-ANO ANTERIOR,HIERARQUIA,EQTL-RS,SAO LOURENCO DO SUL,0.638
BAIXA TENSÃO,6000891214,PIN-8,136547080,,SC,HIERARQUIA,NORTE,OSÓRIO,GERAL T1,2025-02-01,FEV,ANO ANTERIOR,1,2,"13,8 kV",2025,SIM,RIO GRANDE DO SUL,136547080,136547080-BT-FEV-GT1-ANO ANTERIOR,HIERARQUIA,EQTL-RS,PINHAL,0.828
BAIXA TENSÃO,6000897514,PIN-8,136547080,,SC,REINCIDÊNCIAS PLANTÃO,NORTE,OSÓRIO,PATRUL,2025-02-01,FEV,ANO ANTERIOR,1,2,"13,8 kV",2025,NÃO,RIO GRANDE DO SUL,136547080,136547080-BT-FEV-PTL-ANO ANTERIOR,REINCIDÊNCIAS PLANTÃO,EQTL-RS,PINHAL,0.828
