PLANO,ORDEM_INSP,SEAL,N_COMP_INSP,TIPO_COMP_INSP,CLASSE,FATOR_PRIOR,REGIONAL,SECCIONAL,TIPO_INSP,DATA_PROG,MES_PROG,BASE_REG,SUM,MES_PROG_NUM,TENSAO,BASE_REG_2,ORDEM_MAN,EMPRESA,PDF_CONS,INDEX,FATOR_PRIOR_CONSOLIDADO,SUPERINTENDENCIA,CONJUNTO,KM_TOTAL
BAIXA TENSÃO,6001035259,PIN-8,136547080,COMPLEMENTO,C2,CONTINGÊNCIA,NORTE,OSÓRIO,PATRUL,2025-08-01,AGO,ANO ANTERIOR,1,8,"13,8 kV",2025,SIM,RIO GRANDE DO SUL,136547080,136547080-BT-AGO-PTL-ANO ANTERIOR,CONTINGÊNCIA,EQTL-RS,PINHAL,0.828
BAIXA TENSÃO,6000896011,TOR-5,215033497,,SC,REINCIDÊNCIAS PLANTÃO,NORTE,OSÓRIO,PATRUL,2025-02-01,FEV,ANO ANTERIOR,1,2,23 kV,2025,NÃO,RIO GRANDE DO SUL,215033497,215033497-BT-FEV-PTL-ANO ANTERIOR,REINCIDÊNCIAS PLANTÃO,EQTL-RS,TORRES 1,0.746
BAIXA TENSÃO,6000932743,TRA-2,216037475,,C2,HIERARQUIA,NORTE,OSÓRIO,GERAL T1,2025-04-01,ABR,ANO ANTERIOR,1,4,"13,8 kV",2025,SIM,RIO GRANDE DO SUL,216037475,216037475-BT-ABR-GT1-ANO ANTERIOR,HIERARQUIA,EQTL-RS,TRAMANDAI,0.828
BAIXA TENSÃO,6000897432,MOS-3,213530142,,SC,REINCIDÊNCIAS PLANTÃO,NORTE,OSÓRIO,PATRUL,2025-02-01,FEV,ANO ANTERIOR,1,2,23 kV,2025,NÃO,RIO GRANDE DO SUL,213530142,213530142-BT-FEV-PTL-ANO ANTERIOR,REINCIDÊNCIAS PLANTÃO,EQTL-RS,MOSTARDAS,0.828
RAMAL,6000877959,RGR3-35,185002814,,C2,HIERARQUIA,SUL,RIO GRANDE,GERAL T1,2025-01-01,JAN,ANO ANTERIOR,1,1,23 kV,2025,NÃO,RIO GRANDE DO SUL,185002814,185002814-RM-JAN-GT1-ANO ANTERIOR,HIERARQUIA,EQTL-RS,RIO GRANDE 3,10.226
RAMAL,6000951244,ATS-2,135091142,,C2,HIERARQUIA,NORTE,OSÓRIO,GERAL T1,2025-05-01,MAI,ANO ANTERIOR,1,5,"13,8 kV",2025,SIM,RIO GRANDE DO SUL,135091142,135091142-RM-MAI-GT1-ANO ANTERIOR,HIERARQUIA,EQTL-RS,ATLANTIDA SUL,3.654
RAMAL,6001036080,ATS-2,135091142,COMPLEMENTO,C2,CONTINGÊNCIA,NORTE,OSÓRIO,PATRUL,2025-08-01,AGO,ANO ANTERIOR,1,8,"13,8 kV",2025,SIM,RIO GRANDE DO SUL,135091142,135091142-RM-AGO-PTL-ANO ANTERIOR,CONTINGÊNCIA,EQTL-RS,ATLANTIDA SUL,3.654
BAIXA TENSÃO,6000897537,TAR-2,214354121,,SC,REINCIDÊNCIAS PLANTÃO,NORTE,OSÓRIO,PATRUL,2025-02-01,FEV,ANO ANTERIOR,1,2,23 kV,2025,NÃO,RIO GRANDE DO SUL,214354121,214354121-BT-FEV-PTL-ANO ANTERIOR,REINCIDÊNCIAS PLANTÃO,EQTL-RS,TERRA DE AREIA,0.676
BAIXA TENSÃO,6001081204,PEL3-37,144000756,,C2,HIERARQUIA,SUL,PELOTAS,GERAL T1,2025-10-01,OUT,ANO ANTERIOR,1,10,"13,8 kV",2025,SIM,RIO GRANDE DO SUL,144000756,144000756-BT-OUT-GT1-ANO ANTERIOR,HIERARQUIA,EQTL-RS,PELOTAS 3,0.972
BAIXA TENSÃO,6001081204,PEL3-37,144000756,,C2,HIERARQUIA,SUL,PELOTAS,GERAL T1,2025-10-01,OUT,ANO ANTERIOR,1,10,"13,8 kV",2025,SIM,RIO GRANDE DO SUL,144000756,144000756-BT-OUT-GT1-ANO ANTERIOR,HIERARQUIA,EQTL-RS,PELOTAS 3,0.972
RAMAL,6000979117,MRE-04,124528474,,C2,HIERARQUIA,SUL,PELOTAS,GERAL T1,2025-06-01,JUN,ANO ANTERIOR,1,6,23 kV,2025,SIM,RIO GRANDE DO SUL,124528474,124528474-RM-JUN-GT1-ANO ANTERIOR,HIERARQUIA,EQTL-RS,PELOTAS 3,9.925
RAMAL,6000979117,MRE-04,124528474,,C2,HIERARQUIA,SUL,PELOTAS,GERAL T1,2025-06-01,JUN,ANO ANTERIOR,1,6,23 kV,2025,SIM,RIO GRANDE DO SUL,124528474,124528474-RM-JUN-GT1-ANO ANTERIOR,HIERARQUIA,EQTL-RS,PELOTAS 3,9.925
RAMAL,6000961661,PMR-5,125000469,,C2,REGIONAL,NORTE,OSÓRIO,GERAL T1,2025-05-01,MAI,ANO ANTERIOR,1,5,23 kV,2025,SIM,RIO GRANDE DO SUL,125000469,125000469-RM-MAI-GT1-ANO ANTERIOR,REGIONAL,EQTL-RS,PALMARES DO SUL,2.249
ALIMENTADOR,6000978853,PEL1-108,PEL1-108,,C1,CLASSE,SUL,PELOTAS,TERMO T1,2025-06-01,JUN,ANO ANTERIOR,1,6,"13,8 kV",2025,SIM,RIO GRANDE DO SUL,PEL1108,PEL1108-AL-JUN-TG1-ANO ANTERIOR,CLASSE,EQTL-RS,PELOTAS 1,5.992
ALIMENTADOR,6000978876,PEL1-108,PEL1-108,,C1,CLASSE,SUL,PELOTAS,GERAL T1,2025-06-01,JUN,ANO ANTERIOR,1,6,"13,8 kV",2025,SIM,RIO GRANDE DO SUL,PEL1108,PEL1108-AL-JUN-GT1-ANO ANTERIOR,CLASSE,EQTL-RS,PELOTAS 1,5.992
ALIMENTADOR,6001029662,PEL1-108,PEL1-108,,C1,REGIONAL,SUL,PELOTAS,PATRUL,2025-08-01,AGO,ANO ANTERIOR,1,8,"13,8 kV",2025,SIM,RIO GRANDE DO SUL,PEL1108,PEL1108-AL-AGO-PTL-ANO ANTERIOR,REGIONAL,EQTL-RS,PELOTAS 1,5.992
BAIXA TENSÃO,6000897483,PAL12-1211,149007639,,SC,REINCIDÊNCIAS PLANTÃO,NORTE,PORTO ALEGRE,PATRUL,2025-02-01,FEV,ANO ANTERIOR,1,2,"13,8 kV",2025,NÃO,RIO GRANDE DO SUL,149007639,149007639-BT-FEV-PTL-ANO ANTERIOR,REINCIDÊNCIAS PLANTÃO,EQTL-RS,PORTO ALEGRE 12,4.232
RAMAL,6001089581,PAL12-1214,149007639,,C2,HIERARQUIA,NORTE,PORTO ALEGRE,GERAL T1,2025-10-01,OUT,ANO ANTERIOR,1,10,"13,8 kV",2025,SIM,RIO GRANDE DO SUL,149007639,149007639-RM-OUT-GT1-ANO ANTERIOR,HIERARQUIA,EQTL-RS,PORTO ALEGRE 12,4.232
BAIXA TENSÃO,6000897483,PAL12-1211,149007639,,SC,REINCIDÊNCIAS PLANTÃO,NORTE,PORTO ALEGRE,PATRUL,2025-02-01,FEV,ANO ANTERIOR,1,2,"13,8 kV",2025,NÃO,RIO GRANDE DO SUL,149007639,149007639-BT-FEV-PTL-ANO ANTERIOR,REINCIDÊNCIAS PLANTÃO,EQTL-RS,PORTO ALEGRE 12,4.232
RAMAL,6001089581,PAL12-1214,149007639,,C2,HIERARQUIA,NORTE,PORTO ALEGRE,GERAL T1,2025-10-01,OUT,ANO ANTERIOR,1,10,"13,8 kV",2025,SIM,RIO GRANDE DO SUL,149007639,149007639-RM-OUT-GT1-ANO ANTERIOR,HIERARQUIA,EQTL-RS,PORTO ALEGRE 12,4.232
BAIXA TENSÃO,6000896403,CGU-10,144004277,,SC,REINCIDÊNCIAS PLANTÃO,SUL,PELOTAS,PATRUL,2025-02-01,FEV,ANO ANTERIOR,1,2,23 kV,2025,NÃO,RIO GRANDE DO SUL,144004277,144004277-BT-FEV-PTL-ANO ANTERIOR,REINCIDÊNCIAS PLANTÃO,EQTL-RS,CANGUCU,0.861
BAIXA TENSÃO,4862922311,ACL-03,230004495,,C2,HIERARQUIA,NORTE,PORTO ALEGRE,GERAL T1,2025-09-01,SET,ANO ANTERIOR,1,9,23 kV,2025,SIM,RIO GRANDE DO SUL,230004495,230004495-BT-SET-GT1-ANO ANTERIOR,HIERARQUIA,EQTL-RS,VIAMAO 1,0.782
BAIXA TENSÃO,6001073205,ACL-03,230004495,,C2,HIERARQUIA,NORTE,PORTO ALEGRE,GERAL T1,2025-09-01,SET,ANO ANTERIOR,1,9,23 kV,2025,SIM,RIO GRANDE DO SUL,230004495,230004495-BT-SET-GT1-ANO ANTERIOR,HIERARQUIA,EQTL-RS,VIAMAO 1,0.782
BAIXA TENSÃO,6000896451,PEL1-103,144000413,,SC,REINCIDÊNCIAS PLANTÃO,SUL,PELOTAS,PATRUL,2025-02-01,FEV,ANO ANTERIOR,1,2,"13,8 kV",2025,NÃO,RIO GRANDE DO SUL,144000413,144000413-BT-FEV-PTL-ANO ANTERIOR,REINCIDÊNCIAS PLANTÃO,EQTL-RS,PELOTAS 1,0.919
BAIXA TENSÃO,6000896451,PEL1-103,144000413,,SC,REINCIDÊNCIAS PLANTÃO,SUL,PELOTAS,PATRUL,2025-02-01,FEV,ANO ANTERIOR,1,2,"13,8 kV",2025,NÃO,RIO GRANDE DO SUL,144000413,144000413-BT-FEV-PTL-ANO ANTERIOR,REINCIDÊNCIAS PLANTÃO,EQTL-RS,PELOTAS 1,0.919
RAMAL,6000910373,SJE-04,184000175,,C2,HIERARQUIA,NORTE,GUAÍBA,GERAL T1,2025-03-01,MAR,ANO ANTERIOR,1,3,"13,8 kV",2025,SIM,RIO GRANDE DO SUL,184000175,184000175-RM-MAR-GT1-ANO ANTERIOR,HIERARQUIA,EQTL-RS,SAO JERONIMO,2.672
RAMAL,6000891586,PEL2-211,144000068,,C2,REGIONAL,SUL,PELOTAS,GERAL T1,2025-02-01,FEV,ANO ANTERIOR,1,2,"13,8 kV",2025,SIM,RIO GRANDE DO SUL,144000068,144000068-RM-FEV-GT1-ANO ANTERIOR,REGIONAL,EQTL-RS,PELOTAS 2,1.337
RAMAL,6000891586,PEL2-211,144000068,,C2,REGIONAL,SUL,PELOTAS,GERAL T1,2025-02-01,FEV,ANO ANTERIOR,1,2,"13,8 kV",2025,SIM,RIO GRANDE DO SUL,144000068,144000068-RM-FEV-GT1-ANO ANTERIOR,REGIONAL,EQTL-RS,PELOTAS 2,1.337
ALIMENTADOR,6001033370,ALV-2,ALV-2,,C2,HIERARQUIA,NORTE,PORTO ALEGRE,GERAL T1,2025-08-01,AGO,ANO ANTERIOR,1,8,23 kV,2025,SIM,RIO GRANDE DO SUL,ALV2,ALV2-AL-AGO-GT1-ANO ANTERIOR,HIERARQUIA,EQTL-RS,ALVORADA,2.499
ALIMENTADOR,6001033516,ALV-2,ALV-2,,C2,HIERARQUIA,NORTE,PORTO ALEGRE,TERMO T1,2025-08-01,AGO,ANO ANTERIOR,1,8,23 kV,2025,SIM,RIO GRANDE DO SUL,ALV2,ALV2-AL-AGO-TG1-ANO ANTERIOR,HIERARQUIA,EQTL-RS,ALVORADA,2.499
ALIMENTADOR,6000891361,PIN-2,PIN-2,,B,CLASSE,NORTE,OSÓRIO,TERMO T1,2025-02-01,FEV,ANO ANTERIOR,1,2,"13,8 kV",2025,SIM,RIO GRANDE DO SUL,PIN2,PIN2-AL-FEV-TG1-ANO ANTERIOR,CLASSE,EQTL-RS,PINHAL,5.386
ALIMENTADOR,6000891555,PIN-2,PIN-2,,B,CLASSE,NORTE,OSÓRIO,GERAL T1,2025-02-01,FEV,ANO ANTERIOR,1,2,"13,8 kV",2025,SIM,RIO GRANDE DO SUL,PIN2,PIN2-AL-FEV-GT1-ANO ANTERIOR,CLASSE,EQTL-RS,PINHAL,5.386
ALIMENTADOR,6001002843,PIN-2,PIN-2,,B,CLASSE,NORTE,OSÓRIO,TERMO T1,2025-07-01,JUL,ANO ANTERIOR,1,7,"13,8 kV",2025,SIM,RIO GRANDE DO SUL,PIN2,PIN2-AL-JUL-TG1-ANO ANTERIOR,CLASSE,EQTL-RS,PINHAL,5.386
ALIMENTADOR,6001002730,PIN-2,PIN-2,,B,CLASSE,NORTE,OSÓRIO,PATRUL,2025-07-01,JUL,ANO ANTERIOR,1,7,"13,8 kV",2025,SIM,RIO GRANDE DO SUL,PIN2,PIN2-AL-JUL-PTL-ANO ANTERIOR,CLASSE,EQTL-RS,PINHAL,5.386
ALIMENTADOR,6001143789,PIN-2,PIN-2,Disjuntor,C2,REGIONAL,NORTE,OSÓRIO,TERMO T1,2025-12-01,DEZ,ANO ANTERIOR,1,12,"13,8 kV",2025,SIM,RIO GRANDE DO SUL,PIN2,PIN2-AL-DEZ-TG1-ANO ANTERIOR,REGIONAL,EQTL-RS,PINHAL,5.386
RAMAL,6001089527,PAL15-01513,149001854,,C2,HIERARQUIA,NORTE,PORTO ALEGRE,GERAL T1,2025-10-01,OUT,ANO ANTERIOR,1,10,"13,8 kV",2025,SIM,RIO GRANDE DO SUL,149001854,149001854-RM-OUT-GT1-ANO ANTERIOR,HIERARQUIA,EQTL-RS,PORTO ALEGRE 15,3.976
RAMAL,6001089527,PAL15-01513,149001854,,C2,HIERARQUIA,NORTE,PORTO ALEGRE,GERAL T1,2025-10-01,OUT,ANO ANTERIOR,1,10,"13,8 kV",2025,SIM,RIO GRANDE DO SUL,149001854,149001854-RM-OUT-GT1-ANO ANTERIOR,HIERARQUIA,EQTL-RS,PORTO ALEGRE 15,3.976
BAIXA TENSÃO,6000909896,PIN-5,136547251,,C2,HIERARQUIA,NORTE,OSÓRIO,GERAL T1,2025-03-01,MAR,ANO ANTERIOR,1,3,"13,8 kV",2025,SIM,RIO GRANDE DO SUL,136547251,136547251-BT-MAR-GT1-ANO ANTERIOR,HIERARQUIA,EQTL-RS,PINHAL,0.828
BAIXA TENSÃO,6001081212,PIN-5,136547251,,C2,HIERARQUIA,NORTE,OSÓRIO,GERAL T1,2025-10-01,OUT,ANO ANTERIOR,1,10,"13,8 kV",2025,SIM,RIO GRANDE DO SUL,136547251,136547251-BT-OUT-GT1-ANO ANTERIOR,HIERARQUIA,EQTL-RS,PINHAL,0.828
BAIXA TENSÃO,6001020457,RGR3-36,156003469,,C2,CLIENTE,SUL,RIO GRANDE,GERAL T1,2025-07-01,JUL,ANO ANTERIOR,1,7,"13,8 kV",2025,NÃO,RIO GRANDE DO SUL,156003469,156003469-BT-JUL-GT1-ANO ANTERIOR,CLIENTE,EQTL-RS,RIO GRANDE 3,0.732
BAIXA TENSÃO,6000897476,PAL7-729,149003617,,SC,REINCIDÊNCIAS PLANTÃO,NORTE,PORTO ALEGRE,PATRUL,2025-02-01,FEV,ANO ANTERIOR,1,2,"13,8 kV",2025,NÃO,RIO GRANDE DO SUL,149003617,149003617-BT-FEV-PTL-ANO ANTERIOR,REINCIDÊNCIAS PLANTÃO,EQTL-RS,PORTO ALEGRE 7,0.83
RAMAL,6001056599,RIN-11,149003786,,C2,HIERARQUIA,NORTE,PORTO ALEGRE,GERAL T1,2025-09-01,SET,ANO ANTERIOR,1,9,"13,8 kV",2025,SIM,RIO GRANDE DO SUL,149003786,149003786-RM-SET-GT1-ANO ANTERIOR,HIERARQUIA,EQTL-RS,RINCAO,1.254
RAMAL,6001056599,RIN-11,149003786,,C2,HIERARQUIA,NORTE,PORTO ALEGRE,GERAL T1,2025-09-01,SET,ANO ANTERIOR,1,9,"13,8 kV",2025,SIM,RIO GRANDE DO SUL,149003786,149003786-RM-SET-GT1-ANO ANTERIOR,HIERARQUIA,EQTL-RS,RINCAO,1.254
RAMAL,6001114490,PAL1-14,149000003,,C2,HIERARQUIA,NORTE,PORTO ALEGRE,GERAL T1,2025-11-01,NOV,ANO ANTERIOR,1,11,"13,8 kV",2025,SIM,RIO GRANDE DO SUL,149000003,149000003-RM-NOV-GT1-ANO ANTERIOR,HIERARQUIA,EQTL-RS,PORTO ALEGRE 1,1.325
RAMAL,6001114490,PAL1-14,149000003,,C2,HIERARQUIA,NORTE,PORTO ALEGRE,GERAL T1,2025-11-01,NOV,ANO ANTERIOR,1,11,"13,8 kV",2025,SIM,RIO GRANDE DO SUL,149000003,149000003-RM-NOV-GT1-ANO ANTERIOR,HIERARQUIA,EQTL-RS,PORTO ALEGRE 1,1.325
BAIXA TENSÃO,6000931493,PAL2-210,149001889,,SC,REGIONAL,NORTE,PORTO ALEGRE,GERAL T1,2025-04-01,ABR,ANO ANTERIOR,1,4,"13,8 kV",2025,SIM,RIO GRANDE DO SUL,149001889,149001889-BT-ABR-GT1-ANO ANTERIOR,REGIONAL,EQTL-RS,PORTO ALEGRE 2,1.414
BAIXA TENSÃO,6000931493,PAL2-210,149001889,,SC,REGIONAL,NORTE,PORTO ALEGRE,GERAL T1,2025-04-01,ABR,ANO ANTERIOR,1,4,"13,8 kV",2025,SIM,RIO GRANDE DO SUL,149001889,149001889-BT-ABR-GT1-ANO ANTERIOR,REGIONAL,EQTL-RS,PORTO ALEGRE 2,1.414
RAMAL,6000890318,VIA 1-17,230006703,,C2,REGIONAL,NORTE,PORTO ALEGRE,GERAL T1,2025-02-01,FEV,ANO ANTERIOR,1,2,23 kV,2025,SIM,RIO GRANDE DO SUL,230006703,230006703-RM-FEV-GT1-ANO ANTERIOR,REGIONAL,EQTL-RS,VIAMAO 1,0.878
RAMAL,6001092536,CSN-2,156000613,,C2,HIERARQUIA,SUL,RIO GRANDE,GERAL T1,2025-10-01,OUT,ANO ANTERIOR,1,10,"13,8 kV",2025,SIM,RIO GRANDE DO SUL,156000613,156000613-RM-OUT-GT1-ANO ANTERIOR,HIERARQUIA,EQTL-RS,CASSINO,2.078
BAIXA TENSÃO,6000896147,PAL5-59,149018246,,SC,REINCIDÊNCIAS PLANTÃO,NORTE,PORTO ALEGRE,PATRUL,2025-02-01,FEV,ANO ANTERIOR,1,2,"13,8 kV",2025,NÃO,RIO GRANDE DO SUL,149018246,149018246-BT-FEV-PTL-ANO ANTERIOR,REINCIDÊNCIAS PLANTÃO,EQTL-RS,PORTO ALEGRE 5,0.83
BAIXA TENSÃO,6001081357,PEL1-107,144001034,,C2,HIERARQUIA,SUL,PELOTAS,GERAL T1,2025-10-01,OUT,ANO ANTERIOR,1,10,"13,8 kV",2025,SIM,RIO GRANDE DO SUL,144001034,144001034-BT-OUT-GT1-ANO ANTERIOR,HIERARQUIA,EQTL-RS,PELOTAS 1,3.264
BAIXA TENSÃO,6001081357,PEL1-107,144001034,,C2,HIERARQUIA,SUL,PELOTAS,GERAL T1,2025-10-01,OUT,ANO ANTERIOR,1,10,"13,8 kV",2025,SIM,RIO GRANDE DO SUL,144001034,144001034-BT-OUT-GT1-ANO ANTERIOR,HIERARQUIA,EQTL-RS,PELOTAS 1,3.264
ALIMENTADOR,6000877624,ARE-2,ARE-2,,B,CLASSE,NORTE,GUAÍBA,TERMO T1,2025-01-01,JAN,ANO ANTERIOR,1,1,23 kV,2025,NÃO,RIO GRANDE DO SUL,ARE2,ARE2-AL-JAN-TG1-ANO ANTERIOR,CLASSE,EQTL-RS,AREAL,0.582
ALIMENTADOR,6000877625,ARE-2,ARE-2,,B,CLASSE,NORTE,GUAÍBA,GERAL T1,2025-01-01,JAN,ANO ANTERIOR,1,1,23 kV,2025,NÃO,RIO GRANDE DO SUL,ARE2,ARE2-AL-JAN-GT1-ANO ANTERIOR,CLASSE,EQTL-RS,AREAL,0.582
BAIXA TENSÃO,6000909504,PEL1-103,144000479,,C2,HIERARQUIA,SUL,PELOTAS,GERAL T1,2025-03-01,MAR,ANO ANTERIOR,1,3,"13,8 kV",2025,SIM,RIO GRANDE DO SUL,144000479,144000479-BT-MAR-GT1-ANO ANTERIOR,HIERARQUIA,EQTL-RS,PELOTAS 1,0.653
BAIXA TENSÃO,6000909504,PEL1-103,144000479,,C2,HIERARQUIA,SUL,PELOTAS,GERAL T1,2025-03-01,MAR,ANO ANTERIOR,1,3,"13,8 kV",2025,SIM,RIO GRANDE DO SUL,144000479,144000479-BT-MAR-GT1-ANO ANTERIOR,HIERARQUIA,EQTL-RS,PELOTAS 1,0.653
BAIXA TENSÃO,6000910066,MRE-04,124504755,,C2,REGIONAL,SUL,PELOTAS,GERAL T1,2025-03-01,MAR,ANO ANTERIOR,1,3,23 kV,2025,SIM,RIO GRANDE DO SUL,124504755,124504755-BT-MAR-GT1-ANO ANTERIOR,REGIONAL,EQTL-RS,PELOTAS 3,1.045
BAIXA TENSÃO,6000897414,MDE-8,149001756,,SC,REINCIDÊNCIAS PLANTÃO,NORTE,PORTO ALEGRE,PATRUL,2025-02-01,FEV,ANO ANTERIOR,1,2,"13,8 kV",2025,NÃO,RIO GRANDE DO SUL,149001756,149001756-BT-FEV-PTL-ANO ANTERIOR,REINCIDÊNCIAS PLANTÃO,EQTL-RS,MENINO DEUS,1.651
BAIXA TENSÃO,6000897414,MDE-8,149001756,,SC,REINCIDÊNCIAS PLANTÃO,NORTE,PORTO ALEGRE,PATRUL,2025-02-01,FEV,ANO ANTERIOR,1,2,"13,8 kV",2025,NÃO,RIO GRANDE DO SUL,149001756,149001756-BT-FEV-PTL-ANO ANTERIOR,REINCIDÊNCIAS PLANTÃO,EQTL-RS,MENINO DEUS,1.651
RAMAL,6001082600,VAS-5,211000323,,C2,HIERARQUIA,SUL,CAMAQUÃ,GERAL T1,2025-10-01,OUT,ANO ANTERIOR,1,10,23 kV,2025,SIM,RIO GRANDE DO SUL,211000323,211000323-RM-OUT-GT1-ANO ANTERIOR,HIERARQUIA,EQTL-RS,VASCONCELOS,1.112
RAMAL,6001082600,VAS-5,211000323,,C2,HIERARQUIA,SUL,CAMAQUÃ,GERAL T1,2025-10-01,OUT,ANO ANTERIOR,1,10,23 kV,2025,SIM,RIO GRANDE DO SUL,211000323,211000323-RM-OUT-GT1-ANO ANTERIOR,HIERARQUIA,EQTL-RS,VASCONCELOS,1.112
BAIXA TENSÃO,6000896325,SAO-5,176042557,,SC,REINCIDÊNCIAS PLANTÃO,NORTE,OSÓRIO,PATRUL,2025-02-01,FEV,ANO ANTERIOR,1,2,23 kV,2025,NÃO,RIO GRANDE DO SUL,176042557,176042557-BT-FEV-PTL-ANO ANTERIOR,REINCIDÊNCIAS PLANTÃO,EQTL-RS,SANTO ANTONIO,1.18
ALIMENTADOR,6001001779,MDE-13,MDE-13,,C2,HIERARQUIA,NORTE,PORTO ALEGRE,GERAL T1,2025-07-01,JUL,ANO ANTERIOR,1,7,"13,8 kV",2025,SIM,RIO GRANDE DO SUL,MDE13,MDE13-AL-JUL-GT1-ANO ANTERIOR,HIERARQUIA,EQTL-RS,MENINO DEUS,1.687
RAMAL,6000945950,SVP-6,173002636,,C2,HIERARQUIA,SUL,RIO GRANDE,GERAL T1,2025-05-01,MAI,ANO ANTERIOR,1,5,23 kV,2025,SIM,RIO GRANDE DO SUL,173002636,173002636-RM-MAI-GT1-ANO ANTERIOR,HIERARQUIA,EQTL-RS,SANTA VITORIA DO PALMAR,3.001
RAMAL,6001141173,,173002636,Base Fusível,C2,HIERARQUIA,SUL,RIO GRANDE,GERAL T1,2025-12-01,DEZ,ANO ANTERIOR,1,12,,2025,SIM,RIO GRANDE DO SUL,173002636,173002636-RM-DEZ-GT1-ANO ANTERIOR,HIERARQUIA,EQTL-RS,,3.001
RAMAL,6000978095,PIN-5,136508317,,C2,HIERARQUIA,NORTE,OSÓRIO,GERAL T1,2025-06-01,JUN,ANO ANTERIOR,1,6,"13,8 kV",2025,SIM,RIO GRANDE DO SUL,136508317,136508317-RM-JUN-GT1-ANO ANTERIOR,HIERARQUIA,EQTL-RS,PINHAL,3.408
RAMAL,6001035963,PIN-5,136508317,COMPLEMENTO,C2,CONTINGÊNCIA,NORTE,OSÓRIO,PATRUL,2025-08-01,AGO,ANO ANTERIOR,1,8,"13,8 kV",2025,SIM,RIO GRANDE DO SUL,136508317,136508317-RM-AGO-PTL-ANO ANTERIOR,CONTINGÊNCIA,EQTL-RS,PINHAL,3.408
BAIXA TENSÃO,6000932020,RGR1-14,156003029,,C2,REGIONAL,SUL,RIO GRANDE,GERAL T1,2025-04-01,ABR,ANO ANTERIOR,1,4,"13,8 kV",2025,SIM,RIO GRANDE DO SUL,156003029,156003029-BT-ABR-GT1-ANO ANTERIOR,REGIONAL,EQTL-RS,RIO GRANDE 1,0.732
BAIXA TENSÃO,6000897464,PAL04-455,149002371,,SC,REINCIDÊNCIAS PLANTÃO,NORTE,PORTO ALEGRE,PATRUL,2025-02-01,FEV,ANO ANTERIOR,1,2,"13,8 kV",2025,NÃO,RIO GRANDE DO SUL,149002371,149002371-BT-FEV-PTL-ANO ANTERIOR,REINCIDÊNCIAS PLANTÃO,EQTL-RS,PORTO ALEGRE 4 - CENTRO 2,0.83
ALIMENTADOR,6001002755,TOR-4,TOR-4,,C2,HIERARQUIA,NORTE,OSÓRIO,GERAL T1,2025-07-01,JUL,ANO ANTERIOR,1,7,"13,8 kV",2025,SIM,RIO GRANDE DO SUL,TOR4,TOR4-AL-JUL-GT1-ANO ANTERIOR,HIERARQUIA,EQTL-RS,TORRES 1,6.924
ALIMENTADOR,6001002781,TOR-4,TOR-4,,C2,HIERARQUIA,NORTE,OSÓRIO,TERMO T1,2025-07-01,JUL,ANO ANTERIOR,1,7,"13,8 kV",2025,SIM,RIO GRANDE DO SUL,TOR4,TOR4-AL-JUL-TG1-ANO ANTERIOR,HIERARQUIA,EQTL-RS,TORRES 1,6.924
ALIMENTADOR,6001114340,TOR-4,TOR-4,,C2,REGIONAL,NORTE,OSÓRIO,PATRUL,2025-11-01,NOV,ANO ANTERIOR,1,11,"13,8 kV",2025,SIM,RIO GRANDE DO SUL,TOR4,TOR4-AL-NOV-PTL-ANO ANTERIOR,REGIONAL,EQTL-RS,TORRES 1,6.924
ALIMENTADOR,6001114768,TOR-4,TOR-4,,C2,REGIONAL,NORTE,OSÓRIO,TERMO T1,2025-11-01,NOV,ANO ANTERIOR,1,11,"13,8 kV",2025,SIM,RIO GRANDE DO SUL,TOR4,TOR4-AL-NOV-TG1-ANO ANTERIOR,REGIONAL,EQTL-RS,TORRES 1,6.924
BAIXA TENSÃO,6000897553,VIA 1-18,230004065,,SC,REINCIDÊNCIAS PLANTÃO,NORTE,PORTO ALEGRE,PATRUL,2025-02-01,FEV,ANO ANTERIOR,1,2,23 kV,2025,NÃO,RIO GRANDE DO SUL,230004065,230004065-BT-FEV-PTL-ANO ANTERIOR,REINCIDÊNCIAS PLANTÃO,EQTL-RS,VIAMAO 1,0.83
BAIXA TENSÃO,6000897553,VIA 1-18,230004065,,SC,REINCIDÊNCIAS PLANTÃO,NORTE,PORTO ALEGRE,PATRUL,2025-02-01,FEV,ANO ANTERIOR,1,2,23 kV,2025,NÃO,RIO GRANDE DO SUL,230004065,230004065-BT-FEV-PTL-ANO ANTERIOR,REINCIDÊNCIAS PLANTÃO,EQTL-RS,VIAMAO 1,0.83
BAIXA TENSÃO,6001139824,PEL5-56,144021783,Instalacao Transformadora com Chave,C2,HIERARQUIA,SUL,PELOTAS,GERAL T1,2025-12-01,DEZ,ANO ANTERIOR,1,12,"13,8 kV",2025,SIM,RIO GRANDE DO SUL,144021783,144021783-BT-DEZ-GT1-ANO ANTERIOR,HIERARQUIA,EQTL-RS,PELOTAS 5,1.082
BAIXA TENSÃO,6001112409,CGU-8,146011125,,C2,HIERARQUIA,SUL,CANGUÇU,GERAL T1,2025-11-01,NOV,ANO ANTERIOR,1,11,23 kV,2025,SIM,RIO GRANDE DO SUL,146011125,146011125-BT-NOV-GT1-ANO ANTERIOR,HIERARQUIA,EQTL-RS,CANGUCU,0.739
